,Name,Edges,Type,Relationship,Collection
1430,Hau,"['Goh', ""Professor Cerise's Yamper"", 'Professor Cerise', 'Talia', ""Ash's Gengar"", 'Jinny', 'Curator', 'Chrysa', ""Goh's Skwovet"", 'Haruhi', 'Katsuki', 'Parker', 'Opal', 'Ash Ketchum']",Recurring,Rival,Sun & Moon
1431,George Charino,"['Chloe', 'Talia', 'Ash Ketchum', 'Goh', ""Chloe's Eevee"", 'Professor Magnolia']",Recurring,Other,Sun & Moon
1432,Shiny Tapu Koko,"['Jessie', 'Goh', 'Chloe', ""Ash's Pikachu"", ""Professor Cerise's Yamper"", 'Dr. Yung', ""Mewtwo's creators""]",Recurring,Pokémon,Sun & Moon
1433,Guzzlord,"['Professor Cerise', 'Chloe', 'Parker', 'Ash Ketchum', ""Ash's Pikachu"", ""Ash's Gengar"", 'Goh', ""Goh's Scorbunny"", 'Ren', 'Chrysa', ""Chloe's Eevee""]",Recurring,Pokémon,Sun & Moon
1434,Dia,"['Professor Cerise', 'Kiley', 'Delia Ketchum', 'Ash Ketchum', 'Goh', 'Lauren', 'Chloe', 'Ren', ""Ash's Gengar"", ""Professor Cerise's Yamper"", 'Jinny']",Recurring,Other,Sun & Moon
1435,Zeraora,"['Professor Cerise', ""Professor Cerise's Yamper"", 'Chloe', 'Delia Ketchum', ""Ash's Gengar"", 'Ash Ketchum', 'Goh', 'Laxton', 'Inspector Decker']",Recurring,Pokémon,Sun & Moon
1436,Ultra Rangers,"['Pinery', ""Chloe's Eevee"", ""Professor Cerise's Yamper"", 'Chloe']",One-timer,Other,Sun & Moon
1437,Brock's Comfey,"['Rotom Pokédex', 'Ash Ketchum', 'Professor Cerise', 'Goh', 'Shane Seeker', 'Visquez', 'Kricketina Kylie', 'Bea', 'Sonia', 'Professor Magnolia', 'Chloe', 'Rinto', 'Gary Oak', 'Quillon', 'Danika', 'Raihan', 'Rose']",One-timer,Pokémon,Sun & Moon
1438,Hapu,"['Jessie', 'James', 'Ash Ketchum', 'Goh', ""Professor Cerise's Yamper"", ""James's Morpeko""]",Recurring,Other,Sun & Moon
1439,Hapu's Mudsdale,"['Goh', 'Ash Ketchum', 'Professor Cerise', 'Hodge', ""Goh's Scyther"", ""Goh's Darmanitan"", ""Goh's Flygon"", ""Kiawe's Turtonator"", ""Kiawe's Marowak"", ""Oleana's subordinate"", 'Oleana', 'Leon', ""Goh's Eternatus"", ""Professor Cerise's Yamper"", ""Ash's Pikachu"", 'Visquez', ""Goh's Sobble""]",Recurring,Pokémon,Sun & Moon
1440,Plumeria,"['Goh', 'Ash Ketchum', ""Ash's Pikachu"", 'Professor Cerise', ""Goh's Golurk"", 'Kricketina Kylie']",Recurring,Team Skull,Sun & Moon
1441,Mohn,"['Goh', ""Goh's Scorbunny"", 'Professor Cerise', 'Hodge', ""Goh's Darmanitan"", ""Goh's Golurk"", 'Wikstrom', 'Ash Ketchum', ""Ash's Farfetch'd"", 'Mimey', ""Goh's Pinsir"", ""Ash's Dragonite""]",Recurring,Relative,Sun & Moon
1442,Meltan,"['Goh', ""Ash's Pikachu"", ""Ash's Dragonite"", ""Goh's Golurk"", ""Goh's Scorbunny"", ""Goh's Scyther"", 'Ash Ketchum', ""Goh's Darmanitan""]",Recurring,Pokémon,Sun & Moon
1443,Sofu,"['Ash Ketchum', 'Hodge']",Recurring,Other,Sun & Moon
1444,Mallow's mother,"['Ash Ketchum', 'Goh', ""Goh's Scyther"", ""Goh's Scorbunny"", 'Mimey', ""Ash's Pikachu""]",One-timer,Relative,Sun & Moon
1445,Mallow's Shaymin,"['Ash Ketchum', 'Goh']",Recurring,Pokémon,Sun & Moon
1446,Kahili,"['Lauren', 'Ash Ketchum', 'Goh']",Recurring,Other,Sun & Moon
1447,Master caddy,"['Ash Ketchum', 'Goh', ""Ash's Pikachu"", 'Jaye']",One-timer,Other,Sun & Moon
1448,Ash's Meltan,"['Chad', 'Ash Ketchum', 'Goh']",Recurring,Pokémon,Sun & Moon
1449,Noah,"['Goh', 'Ash Ketchum', ""Goh's Scyther"", ""Goh's Darmanitan"", ""Goh's Golurk"", 'Chloe', ""Chloe's Eevee"", ""Ash's Dracovish"", ""Ash's Pikachu""]",One-timer,Other,Sun & Moon
1450,Manager,"['Ash Ketchum', ""Ash's Pikachu"", ""Goh's Golurk"", ""Goh's Darmanitan"", ""Ash's Gengar"", ""Korrina's Lucario"", ""Ash's Riolu"", 'Leon', ""Iris's Dragonite"", ""Ash's Muk"", 'Goh', ""Goh's Beedrill"", ""Goh's Sobble""]",One-timer,Other,Sun & Moon
1451,Kenichi,"['Chloe', 'Professor Cerise', 'Talia', 'Goh', ""Professor Cerise's Yamper"", 'Ash Ketchum', 'Jinny']",One-timer,Other,Sun & Moon
1452,Pheromosa,"['Ash Ketchum', ""Gengar's former Trainer"", 'Professor Cerise', 'Ren', 'Goh', 'Chloe', ""Professor Cerise's Yamper"", 'Visquez', ""Ash's Pikachu"", ""Korrina's Lucario"", 'Leon', 'Volkner', ""Chloe's Eevee"", ""Goh's Grookey""]",One-timer,Pokémon,Sun & Moon
1453,Okazaki,"['Chloe', 'Goh', ""Professor Cerise's Yamper"", ""Chloe's Eevee"", 'Ash Ketchum', 'Professor Cerise', 'Regina']",One-timer,Team Skull,Sun & Moon
1454,Guzma,"['Chloe', 'Goh', ""Professor Cerise's Yamper"", ""Chloe's Eevee"", 'Ash Ketchum', 'Professor Cerise', 'Regina']",Recurring,Team Skull,Sun & Moon
1455,Magearna,"['Chloe', 'Regina', 'Ash Ketchum', 'Goh']",Recurring,Pokémon,Sun & Moon
1456,Charlie Charma,"['Goh', 'Rose', 'Ash Ketchum', 'Leon', 'Professor Magnolia']",Recurring,Other,Sun & Moon
1457,Shirataki,"['Rose', 'Raihan', 'Oleana', 'Avery', 'Sonia', 'Lance', ""Lance's Gyarados"", 'Ash Ketchum', ""Ash's Pikachu"", 'Goh', ""Goh's Eternatus"", 'Volkner', 'Chloe', 'Opal', 'Bea']",One-timer,Other,Sun & Moon
1458,Farley,"['Norman', 'Blaine', 'Leon', 'Lance', 'Ash Ketchum', 'Raihan', 'Oleana']",One-timer,Other,Sun & Moon
1459,Darley,"['Ash Ketchum', 'Goh', ""Ash's Pikachu"", 'Shell Sage', 'Professor Magnolia']",One-timer,Other,Sun & Moon
1460,Ryuki,"['Goh', 'Ash Ketchum', ""Goh's Golurk"", ""James's Morpeko""]",One-timer,Other,Sun & Moon
1461,De Rosa,"['Ash Ketchum', 'Goh', ""Ash's Pikachu"", 'Shane Seeker', ""Goh's Golurk""]",One-timer,Other,Sun & Moon
1462,Hunter D,"['Goh', 'Ash Ketchum', ""Goh's Golurk"", ""Goh's Scorbunny"", ""Goh's Beedrill"", ""Ash's Dragonite"", ""Goh's Scyther"", ""Goh's Sobble""]",One-timer,Other,Sun & Moon
1463,Hunter D's crew members,"['Ash Ketchum', 'Goh', 'Shane Seeker', ""Goh's Golurk"", 'Curator']",One-timer,Other,Sun & Moon
1464,Kartana,"['Ash Ketchum', ""Ash's Pikachu"", 'Goh', ""Goh's Golurk""]",One-timer,Pokémon,Sun & Moon
1465,Yoko,"['Goh', 'Ash Ketchum', ""Goh's Skwovet"", ""Goh's Farfetch'd"", ""Goh's Darmanitan"", ""Ash's Dragonite""]",One-timer,Other,Sun & Moon
1466,Celebi,"['Goh', ""Ash's Dragonite"", 'Ash Ketchum', 'Halta']",Recurring,Pokémon,Sun & Moon
1467,Caster,"['Goh', 'Camille', 'Halta', ""Ash's Dragonite"", 'Ash Ketchum']",Recurring,Other,Sun & Moon
1468,Wingull,"['Goh', 'Camille', 'Walker', 'Professor Cerise', ""Goh's Scorbunny"", 'Ash Ketchum']",Recurring,Pokémon,Sun & Moon
1469,Guzzlord,"[""Ash's Gengar"", 'Ash Ketchum']",Recurring,Pokémon,Sun & Moon
1470,Shiny Guzzlord,"['Lt. Surge', 'Ash Ketchum', ""Ash's Pikachu"", ""Ash's Gengar"", 'Goh']",One-timer,Pokémon,Sun & Moon
1471,Goh,"['Visquez', 'Lt. Surge', 'Ash Ketchum', ""Ash's Riolu""]",Main,Other,Journeys
1472,Chloe,"['Agatha', 'Scott', 'Roark', 'Byron', 'Ash Ketchum', 'Mr. Moore', 'Flannery', 'Max', 'Hala', 'Olivia', 'Nanu', 'Hapu', 'Acerola', 'Spenser', 'Rotom Pokédex', 'Rotomi', 'Visquez', 'Opal']",Recurring,Other,Journeys
1473,Professor Cerise,"['Ash Ketchum', 'Goh', 'Jacqueline', ""Goh's Sobble""]",Recurring,Pokémon,Journeys
1474,Mew,"['Goh', 'Leon', 'Raihan', 'Ash Ketchum', ""Ash's Farfetch'd"", ""Goh's Sobble"", ""Goh's Golurk""]",Recurring,Pokémon,Journeys
1475,Professor Cerise's Yamper,"['Ash Ketchum', ""Ash's Pikachu""]",Recurring,Pokémon,Journeys
1476,Chrysa,"['Ash Ketchum', 'Goh', ""Ash's Pikachu""]",Recurring,Other,Journeys
1477,Ren,"['Ash Ketchum', 'Nurse Joy', 'Hayden', ""Ash's Pikachu"", ""Korrina's Lucario"", ""Ash's Farfetch'd"", 'Bea', ""Ash's Dragonite"", 'Leon', 'Rose', ""Goh's Eternatus"", 'Volkner', ""Ash's Gengar"", 'Gurkinn']",Recurring,Other,Journeys
1478,Eevee Evolution Lab assistant,"['Goh', 'Ash Ketchum', ""Ash's Pikachu"", 'Magikarpenter', 'Kasukarp', 'Jinny']",Recurring,Other,Journeys
1479,Cerise's Rotom Phones,"['Ash Ketchum', ""Ash's Pikachu""]",Recurring,Pokémon,Journeys
1480,Pelipper,"['Goh', ""Goh's giant Magikarp"", 'James']",Recurring,Pokémon,Journeys
1481,Goh's Scorbunny,"['Goh', ""Goh's giant Magikarp""]",Main,Pokémon,Journeys
1482,Goh's Pinsir,"['Leon', 'Rose', 'Sonia', 'Goh', ""Goh's Eternatus"", 'Ash Ketchum', 'Volkner', 'Opal', ""Oleana's subordinate"", 'Oleana']",Recurring,Pokémon,Journeys
1483,Goh's Scyther,"['Leon', 'Oleana', 'Sonia', 'Professor Magnolia', 'Raihan', ""Goh's Eternatus"", 'Ash Ketchum', ""Ash's Pikachu"", ""Ash's Riolu"", 'Goh', 'Bea']",Recurring,Pokémon,Journeys
1484,Goh's Beedrill,"['Professor Magnolia', 'Leon', 'Rose', 'Ash Ketchum', 'Goh', ""Ash's Pikachu"", 'Oleana', ""Oleana's subordinate"", 'Raihan', ""Goh's Eternatus""]",Recurring,Pokémon,Journeys
1485,Hibana,"['Ash Ketchum', 'Goh', ""Goh's Farfetch'd"", ""Ash's Riolu"", 'Bea', 'Dozer', 'Rinto', 'Wikstrom', ""Goh's Scyther""]",Recurring,Other,Journeys
1486,Hodge,['Watt'],Recurring,Other,Journeys
1487,Lauren,"['Goh', 'Ash Ketchum', ""Ash's Farfetch'd"", ""Goh's Flygon"", 'Jacqueline', ""Jessie's Wobbuffet"", 'Yabashi', ""Ash's Dragonite"", ""Goh's Darmanitan""]",One-timer,Other,Journeys
1488,Masaya,"['James', 'Kricketina Kylie', 'Jessie', ""Jessie's Wobbuffet"", 'Goh']",One-timer,Other,Journeys
1489,Chad,"['Parker', 'Chloe', 'Goh', 'Ash Ketchum']",One-timer,Other,Journeys
1490,Jaye,[],One-timer,Other,Journeys
1491,Goh's Dewgong,[],Recurring,Pokémon,Journeys
1492,Ash's Dragonite,"['Walker', 'Camille', 'Goh', 'Horace']",Recurring,Pokémon,Journeys
1493,Parker,"['Goh', 'Mr. Norris']",Recurring,Relative,Journeys
1494,Talia,"['Ash Ketchum', 'Goh', ""Ash's Pikachu"", ""Goh's Pinsir""]",Recurring,Relative,Journeys
1495,Ash's Gengar,"['Ash Ketchum', ""Ash's Farfetch'd"", ""Ash's Riolu"", 'Chuck', ""Ash's Pikachu"", 'Volkner', 'Goh', 'Leon', ""Ash's Dragonite"", ""Ash's Gengar"", ""Korrina's Lucario""]",Recurring,Pokémon,Journeys
1496,Goh and Chloe's teacher,"['Sabrina', 'Kiyo', 'Ash Ketchum', 'Goh', 'Bea']",Recurring,Other,Journeys
1497,Chloe's classmate,"['Goh', 'Ash Ketchum', ""Ash's Pikachu"", ""James's Morpeko""]",Recurring,Other,Journeys
1498,Yeardley,"['Goh', 'Ash Ketchum', ""Ash's Pikachu"", ""Ash's Riolu"", ""Goh's Sobble""]",Recurring,Other,Journeys
1499,Goh's Eternatus,['Ash Ketchum'],Recurring,Pokémon,Journeys
1500,Leon,"['Rose', 'Leon', ""Goh's Eternatus"", ""Oleana's subordinate"", 'Goh', 'Sonia', 'Ash Ketchum', 'Bea', 'Raihan']",Recurring,Champion,Journeys
1501,Dan,"['Rose', 'Oleana', ""Oleana's subordinate"", 'Goh', 'Sonia', 'Raihan']",Recurring,Other,Journeys
1502,Drednaw,"['Ash Ketchum', 'Goh', ""Ash's Pikachu"", 'Sonia', ""Goh's Eternatus""]",Recurring,Pokémon,Journeys
1503,Goh's Skwovet,"['Ash Ketchum', 'Goh', ""Ash's Pikachu"", 'Sonia', ""Goh's Eternatus""]",Recurring,Pokémon,Journeys
1504,Kira,"['Ash Ketchum', 'Leon']",One-timer,Other,Journeys
1505,Goh's Darmanitan,"['Oleana', 'Goh', 'Sonia', 'Professor Magnolia', 'Raihan']",Recurring,Pokémon,Journeys
1506,Leader,"['Leon', 'Sonia', 'Rose', 'Goh', 'Ash Ketchum', 'Opal']",Recurring,Other,Journeys
1507,Shane Seeker,"[""Chloe's Eevee"", 'Chloe']",One-timer,Other,Journeys
1508,Goh's Golurk,"['Chloe', ""Professor Cerise's Yamper"", 'Goh', 'Professor Cerise', ""Ash's Pikachu"", 'Ash Ketchum', ""Goh's Dewgong"", 'Kiley', ""Goh's Grookey"", ""Dawn's Piplup"", ""Ash's Gengar"", 'Pinery']",Recurring,Pokémon,Journeys
1509,Camille,"['Cara Liss', 'Ash Ketchum', 'Goh', 'Chloe', 'Curator', ""Chloe's Eevee"", ""Ash's Dracovish""]",Recurring,Relative,Journeys
1510,Walker,"['Ash Ketchum', 'Goh', 'Chloe', 'Bray Zenn', ""Ash's Dracovish""]",Recurring,Relative,Journeys
1511,Halta,"['Ash Ketchum', 'Cara Liss', 'Bray Zenn', ""Ash's Pikachu"", 'Goh', 'Chloe', ""Iris's Dragonite""]",One-timer,Relative,Journeys
1512,Gengar's former Trainer,"['Ash Ketchum', 'Goh', ""Ash's Farfetch'd""]",One-timer,Other,Journeys
1513,Visquez,"['Ash Ketchum', 'Dozer', ""Ash's Farfetch'd"", 'Wikstrom']",One-timer,gym leader,Journeys
1514,Steve,"['Professor Cerise', 'Chloe', 'Ash Ketchum', 'Goh']",One-timer,Other,Journeys
1515,Drone Rotom,"['Kublock', 'Ash Ketchum', 'Goh', ""Goh's Sobble""]",Recurring,Pokémon,Journeys
1516,Kublock,"['Ash Ketchum', 'Goh', 'Chloe', 'Raihan', 'Leon', ""Ash's Pikachu"", 'Rose']",Recurring,Other,Journeys
1517,Goh's Farfetch'd,"['Chrysa', 'Chloe', 'Ash Ketchum', 'Goh']",Recurring,Pokémon,Journeys
1518,Oliver,[],One-timer,Other,Journeys
1519,Hayden,"['Goh', 'Ash Ketchum', ""Professor Cerise's Yamper"", ""Ash's Pikachu"", ""Ash's Farfetch'd"", 'Jessie', 'Rinto', 'Chloe', ""Chloe's Eevee""]",One-timer,Other,Journeys
1520,Ash's Riolu,"['Ash Ketchum', 'Goh', ""Goh's Grookey"", ""Ash's Pikachu""]",Recurring,Pokémon,Journeys
1521,Goh's giant Magikarp,"['Chrysa', 'Ash Ketchum', 'Goh', 'Chloe', ""Ash's Dracovish"", ""Goh's Dewgong"", ""Chloe's Eevee""]",Recurring,Pokémon,Journeys
1522,Lob,"['Officer Jenny', ""Ash's Pikachu"", 'Ash Ketchum', 'Goh']",One-timer,Other,Journeys
1523,Kasukarp,"['Gary Oak', 'Ash Ketchum', 'Goh', 'Quillon', 'Pokémon poacher', 'Nito']",One-timer,Other,Journeys
1524,Magikarpenter,"['Goh', 'Ash Ketchum', 'Danika', 'Quillon', 'Nito']",One-timer,Other,Journeys
1525,Raihan,"[""Ash's Pikachu"", 'Nito', 'Goh', 'Professor Amaranth']",Recurring,gym leader,Journeys
1526,Rose,"['Matori', 'Chloe', 'Ash Ketchum', 'Palmer', 'Charon']",Recurring,Other,Journeys
1527,Sonia,"['Ash Ketchum', 'Matori', 'Officer Jenny', 'Conway', ""Ash's Heracross"", ""Ash's Torkoal"", ""Ash's Gible"", ""Jessie's Wobbuffet"", ""James's Inkay"", ""Ash's Pikachu"", 'Squishy', 'Charon']",Recurring,Pokémon,Journeys
1528,Ash's Farfetch'd,"['Ash Ketchum', 'Goh', ""Goh's Grookey"", ""Ash's Pikachu""]",Recurring,Pokémon,Journeys
1529,Rotomi,"['Ash Ketchum', 'Goh', 'Professor Cerise']",One-timer,Pokémon,Journeys
1530,Goh's Sobble,"['Haruhi', 'Ash Ketchum', 'Goh', 'Chloe', ""Chloe's Eevee"", 'Katsuki']",Recurring,Pokémon,Journeys
1531,James's Morpeko,"['Himari', 'Haruhi', 'Katsuki']",Recurring,Pokémon,Journeys
1532,Jinny,"['Himari', 'Chloe', ""Chloe's Eevee"", 'Ash Ketchum', 'Goh', 'Katsuki']",One-timer,Other,Journeys
1533,Tito,"['Haruhi', 'Chloe']",Recurring,Other,Journeys
1534,Marin,"['Ash Ketchum', 'Goh', 'Pokémon poacher', 'Quillon', 'Danika', 'Officer Jenny']",Recurring,Other,Journeys
1535,Mr. Norris,"['Goh', 'Ash Ketchum', 'Chloe', 'Blutus', ""Ash's Pikachu"", ""Goh's Grookey"", ""Chloe's Eevee""]",One-timer,Other,Journeys
1536,Horace,"['Abel', 'Ash Ketchum', 'Goh', 'Chloe', ""Ash's Pikachu"", ""Goh's Grookey"", ""Chloe's Eevee""]",One-timer,Other,Journeys
1537,Kricketina Kylie,"['Ash Ketchum', 'Goh', ""Ash's Pikachu"", ""Goh's Grookey"", ""Cynthia's Garchomp""]",One-timer,Other,Journeys
1538,Bea,"['Chloe', 'Ash Ketchum', 'Goh', 'Professor Cerise']",Recurring,gym leader,Journeys
1539,Karate Master,"['Jessie', 'James', 'Giovanni', 'Carl', 'Koga', 'Lt. Surge', 'Sabrina', 'Butch', 'Cassidy', 'Attila', 'Hun', 'Oakley', 'Domino', 'Iron-Masked Marauder', 'Dr. Namba', 'Professor Sebastian', 'Rocket Scout', 'Jubei', 'Matori', 'Pierce', 'Dr. Zager', 'Gozu', 'Blaine']",One-timer,Other,Journeys
1540,Goh's Pikachu,"['Ash Ketchum', ""Ash's Pikachu""]",Recurring,Pokémon,Journeys
1541,Goh's Flygon,"['Ash Ketchum', 'Officer Jenny', 'Corey']",Recurring,Pokémon,Journeys
1542,Lei,"['Neesha', 'Fergus', 'Ash Ketchum', 'Officer Jenny']",One-timer,Other,Journeys
1543,Curator,"['Ash Ketchum', 'Neesha', 'Corey', 'Officer Jenny']",Recurring,Other,Journeys
1544,Oleana,"['Officer Jenny', 'Ash Ketchum', 'Nurse Joy', 'Neesha', 'Corey', 'Fergus']",Recurring,Other,Journeys
1545,Macro Cosmos employees,"['Ash Ketchum', 'Goh', 'Professor Cerise', 'Jessie', 'James', ""Ash's Pikachu"", 'Giovanni']",Recurring,Other,Journeys
1546,Zacian,['Ash Ketchum'],Recurring,Pokémon,Journeys
1547,Zamazenta,"[""Ash's Pikachu"", 'Ash Ketchum', 'Domino', 'Cullen Calix', 'Sparky']",Recurring,Pokémon,Journeys
1548,Eva,"['Ash Ketchum', 'Tracey Sketchit', ""Ash's Pikachu"", ""Ash's Bulbasaur"", ""Ash's Squirtle"", 'Oakley']",One-timer,Other,Journeys
1549,Oleana's subordinate,"['Ash Ketchum', 'Carol', 'Maren', 'Tracey Sketchit']",Recurring,Other,Journeys
1550,Professor Magnolia,"['Ash Ketchum', 'Maren']",Recurring,Pokémon,Journeys
1551,Pinery,"['Carol', 'Ash Ketchum', 'Tracey Sketchit', 'Maren', ""Ash's Pikachu"", 'Lawrence III']",One-timer,Other,Journeys
1552,Chloe's Eevee,"['Ash Ketchum', 'Tracey Sketchit']",Recurring,Pokémon,Journeys
1553,Bray Zenn,"['Lawrence III', 'Ash Ketchum', 'Tracey Sketchit', 'Jessie', 'James']",One-timer,Other,Journeys
1554,Cara Liss,"['Lawrence III', 'Ash Ketchum', 'Tracey Sketchit', 'Jessie', 'James']",One-timer,Other,Journeys
1555,Ash's Dracovish,"['Lawrence III', 'Ash Ketchum', 'Tracey Sketchit', 'Jessie', 'James']",Recurring,Pokémon,Journeys
1556,Dozer,"['Lawrence III', 'Ash Ketchum', 'James', ""Ash's Pikachu""]",One-timer,Other,Journeys
1557,Rinto,"['Molly Hale', 'Schuyler', 'Delia Ketchum']",Recurring,Rival,Journeys
1558,Laxton,"['Spencer Hale', 'Delia Ketchum', 'Ash Ketchum', ""Ash's Totodile"", ""Ash's Cyndaquil"", ""Ash's Pikachu""]",One-timer,Other,Journeys
1559,Pokémon hunters,"['Spencer Hale', 'Molly Hale', 'Ash Ketchum', 'Delia Ketchum']",One-timer,Other,Journeys
1560,Jacqueline,"['Spencer Hale', 'Schuyler', 'Molly Hale', 'Ash Ketchum']",One-timer,Other,Journeys
1561,Opal,"['Ash Ketchum', ""Ash's Chikorita"", ""Ash's Bulbasaur"", ""Ash's Totodile"", ""Ash's Noctowl"", ""Ash's Cyndaquil"", ""Ash's Pikachu"", 'Delia Ketchum', 'Spencer Hale', 'Schuyler']",Recurring,gym leader,Journeys
1562,Psyduck's Trainer,"['Spencer Hale', 'Delia Ketchum', 'Ash Ketchum', 'Schuyler']",One-timer,Other,Journeys
1563,Shell Sage,"['Molly Hale', 'Delia Ketchum']",One-timer,Other,Journeys
1564,Goh's Grookey,"['Molly Hale', 'Spencer Hale', 'Delia Ketchum', 'Ash Ketchum', ""Ash's Totodile"", ""Ash's Cyndaquil"", ""Ash's Pikachu""]",Recurring,Pokémon,Journeys
1565,Devi,"['Ash Ketchum', 'Towa', 'Iron-Masked Marauder', 'Jessie', ""Ash's Pikachu"", 'Professor Oak', 'Tracey Sketchit']",One-timer,Other,Journeys
1566,Kiley,"['Ash Ketchum', ""Ash's Pikachu""]",One-timer,Other,Journeys
1567,Inspector Decker,"['Ash Ketchum', 'Diana', 'Towa', 'Sam', 'Iron-Masked Marauder']",One-timer,Other,Journeys
1568,Danika,"['Towa', 'Ash Ketchum', 'Sam', 'Mr. White', 'Iron-Masked Marauder']",Recurring,Other,Journeys
1569,Professor Amaranth,"['Ash Ketchum', 'Sam', 'Jessie', 'James', ""Ash's Pikachu"", ""Brock's Onix"", 'Towa', 'Giovanni', 'Carl', 'Koga', 'Lt. Surge', 'Sabrina', 'Butch', 'Cassidy', 'Attila', 'Hun', 'Oakley', 'Domino', 'Dr. Namba', 'Professor Sebastian', 'Rocket Scout', 'Jubei', 'Matori', 'Pierce', 'Dr. Zager', 'Gozu', 'Blaine']",Recurring,Other,Journeys
1570,Quillon,"['Sam', 'Iron-Masked Marauder']",Recurring,Other,Journeys
1571,Cresselia,"['Pokémon poacher', 'Sam', 'Ash Ketchum', 'Iron-Masked Marauder']",Recurring,Pokémon,Journeys
1572,Darkrai,"['Ash Ketchum', 'Iron-Masked Marauder', 'Sam']",Recurring,Pokémon,Journeys
1573,Zen,"['Oakley', 'James', 'Lawrence III', 'Lorenzo']",One-timer,Other,Journeys
1574,Yabashi,"['Lorenzo', 'Ash Ketchum']",One-timer,Other,Journeys
1575,Himari,['Lorenzo'],One-timer,Other,Journeys
1576,Hisashi,"['Ash Ketchum', ""Misty's Corsola""]",One-timer,Other,Journeys
1577,Haruhi,"['Lorenzo', 'Ash Ketchum', ""Ash's Pikachu"", 'Oakley']",One-timer,Other,Journeys
1578,Katsuki,"['Diane', 'Ash Ketchum', 'Max', 'Meta Groudon', 'Kidd Summers']",One-timer,Other,Journeys
1579,Nito,"['Butler', 'Ash Ketchum', 'Max', 'Meta Groudon']",One-timer,Other,Journeys
1580,Abel,"['Butler', 'Diane', 'Ash Ketchum', 'Meta Groudon', 'Max']",One-timer,Other,Journeys
1581,Blutus,"['Butler', 'Diane', 'Jessie', 'James', 'Ash Ketchum', 'Max']",One-timer,Other,Journeys
1582,Kirara,['Ash Ketchum'],One-timer,Other,Journeys
1583,Regina,"['Professor Birch', 'Norman', 'Maxie', 'Steven Stone', ""Steven's Metagross""]",One-timer,Other,Journeys
1584,Dr. Fuji,"['Tory Lund', 'Yuko', 'Officer Jenny', 'Block Bot', 'Ash Ketchum', 'Rafe', 'Sid', 'Solana']",Recurring,Team Rocket,Movie
1585,Raymond,"['Professor Lund', 'Tory Lund', 'Ash Ketchum', 'Rafe', 'Sid']",One-timer,Other,Movie
1586,Neesha,"['Professor Lund', 'Ash Ketchum', ""Ash's Pikachu"", 'Rafe', 'Sid', ""Ash's Torkoal"", 'Max', 'Yuko', 'Block Bot']",One-timer,Other,Movie
1587,Corey,"['Professor Lund', 'Tory Lund', 'Ash Ketchum', 'Rafe', 'Sid', 'Yuko', ""Ash's Pikachu"", 'Sam', 'Block Bot']",One-timer,Other,Movie
1588,Fergus,"['Professor Lund', 'Yuko', 'Tory Lund', 'Block Bot', 'Ash Ketchum', ""Ash's Pikachu""]",One-timer,Other,Movie
1589,Miranda,"['Sid', 'Ash Ketchum', 'Tory Lund', ""Ash's Torkoal"", ""Ash's Pikachu""]",One-timer,Other,Movie
1590,Mewtwo,"['Rafe', 'Ash Ketchum', 'Tory Lund', ""Ash's Pikachu"", ""Ash's Torkoal""]",Recurring,Pokémon,Movie
1591,Mew,"['Rafe', 'Sid', 'Ash Ketchum', 'Professor Lund']",One-timer,Pokémon,Movie
1592,Pikachutwo,"['Rafe', 'Sid', 'Ash Ketchum', 'Professor Lund', 'Yuko', 'Tory Lund', ""Ash's Pikachu""]",Recurring,Pokémon,Movie
1593,Lawrence III,"['Ash Ketchum', 'Rafe', 'Tory Lund']",One-timer,Other,Movie
1594,Maren,"['Ash Ketchum', 'Rafe', 'Sid']",One-timer,Other,Movie
1595,Tobias,['Ash Ketchum'],One-timer,Other,Movie
1596,Carol,"['Sir Aaron', 'Queen Rin', 'Ash Ketchum', ""Ash's Pikachu"", 'Max']",One-timer,Other,Movie
1597,Melody,"['Ash Ketchum', 'Max', 'Queen Rin']",One-timer,Other,Movie
1598,Slowking,"[""Ash's Pikachu"", 'Ash Ketchum', 'Kidd Summers', 'Sir Aaron']",Recurring,Pokémon,Movie
1599,Articuno,"['Sir Aaron', 'Queen Ilene']",One-timer,Pokémon,Movie
1600,Zapdos,"['Queen Rin', 'Sir Aaron', 'Ash Ketchum', ""Ash's Pikachu""]",One-timer,Pokémon,Movie
1601,Moltres,"['Queen Ilene', 'Sir Aaron', 'Ash Ketchum', 'Max', ""Ash's Pikachu""]",One-timer,Pokémon,Movie
1602,Lugia,"['Banks', 'Ash Ketchum', ""Ash's Pikachu"", 'Butler', 'Diane']",One-timer,Pokémon,Movie
1603,Spencer Hale,['Kidd Summers'],One-timer,Other,Movie
1604,Molly Hale,"['Ash Ketchum', 'Queen Ilene', 'Jessie', 'James']",One-timer,Other,Movie
1605,Schuyler,"['Ash Ketchum', 'Jessie', 'James', ""Ash's Pikachu"", 'Kidd Summers']",One-timer,Other,Movie
1606,David,"['Ash Ketchum', 'Jessie', 'James', ""Ash's Pikachu"", 'Kidd Summers']",One-timer,Other,Movie
1607,Lisa,"['Ash Ketchum', 'Jessie', 'James', ""Ash's Pikachu"", 'Kidd Summers']",One-timer,Other,Movie
1608,CTV news crew,"['Zero', 'Ash Ketchum', 'Peg', 'Eric', 'Hala']",One-timer,Other,Movie
